# 4pts measurement, sourcing 50 µA
# index	time	T_plat(K)	T_samp(K)	V(V)
588	675.018	9.793	9.799	0.002572744
589	676.165	9.793	9.799	0.002572483
590	677.306	9.812	9.833	0.002572637
591	678.45	9.812	9.833	0.002572649
592	679.598	9.819	9.847	0.002573397
593	680.741	9.819	9.847	0.002573539
594	681.885	9.832	9.847	0.002573575
595	683.027	9.832	9.847	0.002572862
596	684.172	9.861	9.864	0.002573407
597	685.32	9.861	9.864	0.002573124
598	686.47	9.895	9.896	0.002573632
599	687.635	9.895	9.896	0.002573728
600	688.777	9.919	9.935	0.002573302
601	689.922	9.919	9.935	0.002573645
602	691.065	9.924	9.954	0.002573835
603	692.21	9.924	9.954	0.002573539
604	693.352	9.931	9.955	0.002573597
605	694.494	9.931	9.955	0.002574106
606	695.636	9.95	9.959	0.002574345
607	696.781	9.95	9.959	0.002573941
608	697.929	9.976	9.977	0.002574047
609	699.076	9.976	9.977	0.002574606
610	700.238	10.002	9.995	0.002574522
611	701.385	10.002	9.995	0.002573562
612	702.53	10.013	10.04	0.002575008
613	703.675	10.013	10.04	0.002574202
614	704.823	10.019	10.047	0.002575447
615	705.971	10.019	10.047	0.002574807
616	707.12	10.04	10.049	0.00257515
617	708.263	10.04	10.049	0.002574854
618	709.408	10.071	10.073	0.002574535
619	710.554	10.071	10.073	0.002574534
620	711.699	10.115	10.114	0.002575341
621	712.843	10.115	10.114	0.002575376
622	713.992	10.129	10.153	0.002575068
623	715.135	10.129	10.153	0.002575306
624	716.28	10.134	10.167	0.002575706
625	717.427	10.134	10.167	0.002575351
626	718.58	10.15	10.167	0.002574487
627	719.723	10.15	10.167	0.002575068
628	720.866	10.182	10.205	0.00257521
629	722.009	10.182	10.205	0.00257508
630	723.152	10.217	10.214	0.00257503
631	724.297	10.217	10.214	0.002575268
632	725.444	10.235	10.253	0.002575803
633	726.588	10.235	10.253	0.002574782
634	727.732	10.233	10.267	0.00257553
635	728.874	10.233	10.267	0.002575933
636	730.017	10.241	10.265	0.002575471
637	731.162	10.241	10.265	0.002575812
638	732.307	10.284	10.316	0.002575458
639	733.452	10.284	10.316	0.002575494
640	734.601	10.289	10.318	0.002576358
641	735.745	10.289	10.318	0.002575932
642	736.889	10.309	10.323	0.002576359
643	738.032	10.309	10.323	0.002575291
644	739.179	10.345	10.351	0.002575849
645	740.324	10.345	10.351	0.002576074
646	741.47	10.38	10.394	0.002576206
647	742.617	10.38	10.394	0.002575886
648	743.76	10.398	10.428	0.002576107
649	744.907	10.398	10.428	0.002576276
650	746.051	10.401	10.434	0.002576501
